"reporting_year","station_eu_code","date","PM2,5"
2020,"IT0950A",2020-05-08,6
2020,"IT0950A",2020-05-09,6
2020,"IT0950A",2020-05-10,7
2020,"IT0950A",2020-05-11,6
2020,"IT0950A",2020-05-12,4
2020,"IT0950A",2020-05-13,7
2020,"IT0950A",2020-05-14,11
2020,"IT0950A",2020-05-15,6
2020,"IT0950A",2020-05-16,6
2020,"IT0950A",2020-05-17,10
2020,"IT0950A",2020-05-18,10
2020,"IT0950A",2020-05-19,11
2020,"IT0950A",2020-05-20,6
2020,"IT0950A",2020-05-21,6
2020,"IT0950A",2020-05-22,8
2020,"IT0950A",2020-05-23,9
2020,"IT0950A",2020-05-24,6
2020,"IT0950A",2020-05-25,4
2020,"IT0950A",2020-05-26,4
2020,"IT0950A",2020-05-27,4
2020,"IT0950A",2020-05-28,5
2020,"IT0950A",2020-05-29,3
2020,"IT0950A",2020-05-30,6
2020,"IT0950A",2020-05-31,6
2020,"IT0950A",2020-06-01,5
2020,"IT0950A",2020-06-02,6
2020,"IT0950A",2020-06-03,7
2020,"IT0950A",2020-06-04,5
2020,"IT0950A",2020-06-05,4
2020,"IT0950A",2020-06-06,5
2020,"IT0950A",2020-06-07,5
2020,"IT0950A",2020-06-08,4
2020,"IT0950A",2020-06-09,5
2020,"IT0950A",2020-06-10,4
2020,"IT0950A",2020-06-11,3
2020,"IT0950A",2020-06-12,5
2020,"IT0950A",2020-06-13,5
2020,"IT0950A",2020-06-14,3
2020,"IT0950A",2020-06-15,5
2020,"IT0950A",2020-06-16,4
2020,"IT0950A",2020-06-17,6
2020,"IT0950A",2020-06-18,5
2020,"IT0950A",2020-06-19,5
2020,"IT0950A",2020-06-20,5
2020,"IT0950A",2020-06-21,6
2020,"IT0950A",2020-06-22,6
2020,"IT0950A",2020-06-27,9
2020,"IT0950A",2020-06-28,10
2020,"IT0950A",2020-06-29,9
2020,"IT0950A",2020-06-30,8
2020,"IT1110A",2020-01-01,73
2020,"IT1110A",2020-01-02,54
2020,"IT1110A",2020-01-03,63
2020,"IT1110A",2020-01-04,42
2020,"IT1110A",2020-01-05,38
2020,"IT1110A",2020-01-06,25
2020,"IT1110A",2020-01-07,45
2020,"IT1110A",2020-01-08,44
2020,"IT1110A",2020-01-09,43
2020,"IT1110A",2020-01-10,39
2020,"IT1110A",2020-01-11,25
2020,"IT1110A",2020-01-12,20
2020,"IT1110A",2020-01-13,33
2020,"IT1110A",2020-01-14,34
2020,"IT1110A",2020-01-15,33
2020,"IT1110A",2020-01-16,33
2020,"IT1110A",2020-01-17,40
2020,"IT1110A",2020-01-18,14
2020,"IT1110A",2020-01-19,11
2020,"IT1110A",2020-01-20,5
2020,"IT1110A",2020-01-21,14
2020,"IT1110A",2020-01-22,26
2020,"IT1110A",2020-01-23,38
2020,"IT1110A",2020-01-24,29
2020,"IT1110A",2020-01-25,15
2020,"IT1110A",2020-01-26,24
2020,"IT1110A",2020-01-27,25
2020,"IT1110A",2020-01-28,7
2020,"IT1110A",2020-01-29,8
2020,"IT1110A",2020-01-30,11
2020,"IT1110A",2020-01-31,10
2020,"IT1110A",2020-02-04,12
2020,"IT1110A",2020-02-05,4
2020,"IT1110A",2020-02-06,11
2020,"IT1110A",2020-02-07,24
2020,"IT1110A",2020-02-08,26
2020,"IT1110A",2020-02-09,29
2020,"IT1110A",2020-02-10,12
2020,"IT1110A",2020-02-11,9
2020,"IT1110A",2020-02-12,11
2020,"IT1110A",2020-02-13,10
2020,"IT1110A",2020-02-14,10
2020,"IT1110A",2020-02-15,20
2020,"IT1110A",2020-02-16,21
2020,"IT1110A",2020-02-17,14
2020,"IT1110A",2020-02-18,7
2020,"IT1110A",2020-02-19,12
2020,"IT1110A",2020-02-20,19
2020,"IT1110A",2020-02-21,19
2020,"IT1110A",2020-02-22,28
2020,"IT1110A",2020-02-23,21
2020,"IT1110A",2020-02-24,15
2020,"IT1110A",2020-02-25,19
2020,"IT1110A",2020-02-26,7
2020,"IT1110A",2020-02-27,5
2020,"IT1110A",2020-02-28,9
2020,"IT1110A",2020-02-29,12
2020,"IT1110A",2020-03-01,6
2020,"IT1110A",2020-03-02,6
2020,"IT1110A",2020-03-06,5
2020,"IT1110A",2020-03-07,10
2020,"IT1110A",2020-03-08,13
2020,"IT1110A",2020-03-09,18
2020,"IT1110A",2020-03-10,17
2020,"IT1110A",2020-03-11,18
2020,"IT1110A",2020-03-12,21
2020,"IT1110A",2020-03-13,16
2020,"IT1110A",2020-03-14,18
2020,"IT1110A",2020-03-15,6
2020,"IT1110A",2020-03-16,13
2020,"IT1110A",2020-03-17,22
2020,"IT1110A",2020-03-18,27
2020,"IT1110A",2020-03-19,22
2020,"IT1110A",2020-03-20,24
2020,"IT1110A",2020-03-21,23
2020,"IT1110A",2020-03-22,18
2020,"IT1110A",2020-03-23,6
2020,"IT1110A",2020-03-24,7
2020,"IT1110A",2020-03-25,8
2020,"IT1110A",2020-03-26,4
2020,"IT1110A",2020-03-27,6
2020,"IT1110A",2020-03-28,20
2020,"IT1110A",2020-03-29,18
2020,"IT1110A",2020-03-30,16
2020,"IT1110A",2020-03-31,7
2020,"IT1110A",2020-04-01,8
2020,"IT1110A",2020-04-02,13
2020,"IT1110A",2020-04-03,17
2020,"IT1110A",2020-04-04,16
2020,"IT1110A",2020-04-05,13
2020,"IT1110A",2020-04-06,18
2020,"IT1110A",2020-04-07,20
2020,"IT1110A",2020-04-08,17
2020,"IT1110A",2020-04-09,17
2020,"IT1110A",2020-04-10,18
2020,"IT1110A",2020-04-11,17
2020,"IT1110A",2020-04-12,14
2020,"IT1110A",2020-04-13,15
2020,"IT1110A",2020-04-14,9
2020,"IT1110A",2020-04-15,7
2020,"IT1110A",2020-04-16,11
2020,"IT1110A",2020-04-17,10
2020,"IT1110A",2020-04-18,13
2020,"IT1110A",2020-04-19,12
2020,"IT1110A",2020-04-20,6
2020,"IT1110A",2020-04-21,6
2020,"IT1110A",2020-04-22,11
2020,"IT1110A",2020-04-23,14
2020,"IT1110A",2020-04-24,14
2020,"IT1110A",2020-04-25,10
2020,"IT1110A",2020-04-26,8
2020,"IT1110A",2020-04-27,7
2020,"IT1110A",2020-04-28,6
2020,"IT1110A",2020-04-29,6
2020,"IT1110A",2020-04-30,4
2020,"IT1110A",2020-05-01,5
2020,"IT1110A",2020-05-02,5
2020,"IT1110A",2020-05-03,7
2020,"IT1110A",2020-05-04,6
2020,"IT1110A",2020-05-05,7
2020,"IT1110A",2020-05-06,8
2020,"IT1110A",2020-05-07,8
2020,"IT1110A",2020-05-08,10
2020,"IT1110A",2020-05-09,8
2020,"IT1110A",2020-05-10,9
2020,"IT1110A",2020-05-11,5
2020,"IT1110A",2020-05-12,4
2020,"IT1110A",2020-05-13,7
2020,"IT1110A",2020-05-14,12
2020,"IT1110A",2020-05-15,4
2020,"IT1110A",2020-05-16,7
2020,"IT1110A",2020-05-17,8
2020,"IT1110A",2020-05-18,13
2020,"IT1110A",2020-05-19,10
2020,"IT1110A",2020-05-20,7
2020,"IT1110A",2020-05-21,9
2020,"IT1110A",2020-05-22,9
2020,"IT1110A",2020-05-23,9
2020,"IT1110A",2020-05-24,9
2020,"IT1110A",2020-05-25,6
2020,"IT1110A",2020-05-26,8
2020,"IT1110A",2020-05-27,5
2020,"IT1110A",2020-05-28,6
2020,"IT1110A",2020-05-29,4
2020,"IT1110A",2020-05-30,8
2020,"IT1110A",2020-05-31,9
2020,"IT1110A",2020-06-01,10
2020,"IT1110A",2020-06-02,10
2020,"IT1110A",2020-06-03,6
2020,"IT1110A",2020-06-05,6
2020,"IT1110A",2020-06-06,4
2020,"IT1110A",2020-06-07,6
2020,"IT1110A",2020-06-08,6
2020,"IT1110A",2020-06-09,7
2020,"IT1110A",2020-06-10,3
2020,"IT1110A",2020-06-11,5
2020,"IT1110A",2020-06-12,5
2020,"IT1110A",2020-06-13,6
2020,"IT1110A",2020-06-14,3
2020,"IT1110A",2020-06-15,6
2020,"IT1110A",2020-06-16,7
2020,"IT1110A",2020-06-17,6
2020,"IT1110A",2020-06-18,5
2020,"IT1110A",2020-06-19,5
2020,"IT1110A",2020-06-20,7
2020,"IT1110A",2020-06-21,7
2020,"IT1110A",2020-06-22,10
2020,"IT1110A",2020-06-23,12
2020,"IT1110A",2020-06-24,11
2020,"IT1110A",2020-06-25,10
2020,"IT1110A",2020-06-26,11
2020,"IT1110A",2020-06-27,11
2020,"IT1110A",2020-06-28,10
2020,"IT1110A",2020-06-29,10
2020,"IT1110A",2020-06-30,9
2020,"IT1186A",2020-01-01,80
2020,"IT1186A",2020-01-02,62
2020,"IT1186A",2020-01-03,67
2020,"IT1186A",2020-01-04,55
2020,"IT1186A",2020-01-05,42
2020,"IT1186A",2020-01-06,33
2020,"IT1186A",2020-01-07,53
2020,"IT1186A",2020-01-08,57
2020,"IT1186A",2020-01-09,49
2020,"IT1186A",2020-01-10,28
2020,"IT1186A",2020-01-11,32
2020,"IT1186A",2020-01-12,30
2020,"IT1186A",2020-01-13,38
2020,"IT1186A",2020-01-14,18
2020,"IT1186A",2020-01-15,24
2020,"IT1186A",2020-01-16,33
2020,"IT1186A",2020-01-17,33
2020,"IT1186A",2020-01-18,17
2020,"IT1186A",2020-01-19,13
2020,"IT1186A",2020-01-20,7
2020,"IT1186A",2020-01-21,22
2020,"IT1186A",2020-01-22,35
2020,"IT1186A",2020-01-23,45
2020,"IT1186A",2020-01-24,26
2020,"IT1186A",2020-01-25,32
2020,"IT1186A",2020-01-26,33
2020,"IT1186A",2020-01-27,23
2020,"IT1186A",2020-01-28,10
2020,"IT1186A",2020-01-29,14
2020,"IT1186A",2020-01-30,9
2020,"IT1186A",2020-01-31,11
2020,"IT1186A",2020-02-01,8
2020,"IT1186A",2020-02-02,12
2020,"IT1186A",2020-02-03,14
2020,"IT1186A",2020-02-04,17
2020,"IT1186A",2020-02-05,5
2020,"IT1186A",2020-02-06,17
2020,"IT1186A",2020-02-07,30
2020,"IT1186A",2020-02-08,27
2020,"IT1186A",2020-02-09,21
2020,"IT1186A",2020-02-10,13
2020,"IT1186A",2020-02-11,17
2020,"IT1186A",2020-02-12,13
2020,"IT1186A",2020-02-13,7
2020,"IT1186A",2020-02-14,19
2020,"IT1186A",2020-02-15,27
2020,"IT1186A",2020-02-16,26
2020,"IT1186A",2020-02-17,13
2020,"IT1186A",2020-02-18,12
2020,"IT1186A",2020-02-19,15
2020,"IT1186A",2020-02-20,19
2020,"IT1186A",2020-02-21,25
2020,"IT1186A",2020-02-22,32
2020,"IT1186A",2020-02-23,25
2020,"IT1186A",2020-02-24,18
2020,"IT1186A",2020-02-25,14
2020,"IT1186A",2020-02-26,12
2020,"IT1186A",2020-02-27,6
2020,"IT1186A",2020-02-28,12
2020,"IT1186A",2020-02-29,10
2020,"IT1186A",2020-03-01,8
2020,"IT1186A",2020-03-02,6
2020,"IT1186A",2020-03-03,5
2020,"IT1186A",2020-03-04,14
2020,"IT1186A",2020-03-05,11
2020,"IT1186A",2020-03-06,9
2020,"IT1186A",2020-03-07,16
2020,"IT1186A",2020-03-08,22
2020,"IT1186A",2020-03-09,20
2020,"IT1186A",2020-03-10,24
2020,"IT1186A",2020-03-11,23
2020,"IT1186A",2020-03-12,19
2020,"IT1186A",2020-03-13,20
2020,"IT1186A",2020-03-14,16
2020,"IT1186A",2020-03-15,12
2020,"IT1186A",2020-03-16,20
2020,"IT1186A",2020-03-17,28
2020,"IT1186A",2020-03-18,32
2020,"IT1186A",2020-03-19,27
2020,"IT1186A",2020-03-20,33
2020,"IT1186A",2020-03-21,34
2020,"IT1186A",2020-03-22,24
2020,"IT1186A",2020-03-23,9
2020,"IT1186A",2020-03-24,8
2020,"IT1186A",2020-03-25,9
2020,"IT1186A",2020-03-28,26
2020,"IT1186A",2020-03-29,18
2020,"IT1186A",2020-03-31,7
2020,"IT1186A",2020-04-01,9
2020,"IT1186A",2020-04-02,17
2020,"IT1186A",2020-04-03,18
2020,"IT1186A",2020-04-04,20
2020,"IT1186A",2020-04-05,19
2020,"IT1186A",2020-04-06,20
2020,"IT1186A",2020-04-07,24
2020,"IT1186A",2020-04-08,18
2020,"IT1186A",2020-04-09,15
2020,"IT1186A",2020-04-10,20
2020,"IT1186A",2020-04-11,19
2020,"IT1186A",2020-04-12,16
2020,"IT1186A",2020-04-13,15
2020,"IT1186A",2020-04-14,9
2020,"IT1186A",2020-04-15,9
2020,"IT1186A",2020-04-16,10
2020,"IT1186A",2020-04-17,9
2020,"IT1186A",2020-04-18,11
2020,"IT1186A",2020-04-19,13
2020,"IT1186A",2020-04-20,8
2020,"IT1186A",2020-04-21,7
2020,"IT1186A",2020-04-22,14
2020,"IT1186A",2020-04-23,12
2020,"IT1186A",2020-04-24,15
2020,"IT1186A",2020-04-25,13
2020,"IT1186A",2020-04-26,8
2020,"IT1186A",2020-04-27,8
2020,"IT1186A",2020-04-28,7
2020,"IT1186A",2020-04-29,7
2020,"IT1186A",2020-04-30,5
2020,"IT1186A",2020-05-01,7
2020,"IT1186A",2020-05-02,6
2020,"IT1186A",2020-05-03,6
2020,"IT1186A",2020-05-04,5
2020,"IT1186A",2020-05-05,6
2020,"IT1186A",2020-05-06,5
2020,"IT1186A",2020-05-07,9
2020,"IT1186A",2020-05-08,9
2020,"IT1186A",2020-05-09,6
2020,"IT1186A",2020-05-10,7
2020,"IT1186A",2020-05-11,5
2020,"IT1186A",2020-05-12,3
2020,"IT1186A",2020-05-13,9
2020,"IT1186A",2020-05-14,11
2020,"IT1186A",2020-05-15,5
2020,"IT1186A",2020-05-16,9
2020,"IT1186A",2020-05-17,9
2020,"IT1186A",2020-05-18,12
2020,"IT1186A",2020-05-19,12
2020,"IT1186A",2020-05-20,9
2020,"IT1186A",2020-05-21,11
2020,"IT1186A",2020-05-22,10
2020,"IT1186A",2020-05-23,12
2020,"IT1186A",2020-05-24,7
2020,"IT1186A",2020-05-26,8
2020,"IT1186A",2020-05-27,5
2020,"IT1186A",2020-05-29,6
2020,"IT1186A",2020-05-30,8
2020,"IT1186A",2020-05-31,9
2020,"IT1186A",2020-06-01,10
2020,"IT1186A",2020-06-02,10
2020,"IT1186A",2020-06-03,6
2020,"IT1186A",2020-06-04,7
2020,"IT1186A",2020-06-05,7
2020,"IT1186A",2020-06-06,5
2020,"IT1186A",2020-06-07,5
2020,"IT1186A",2020-06-08,6
2020,"IT1186A",2020-06-09,5
2020,"IT1186A",2020-06-10,4
2020,"IT1186A",2020-06-11,5
2020,"IT1186A",2020-06-12,5
2020,"IT1186A",2020-06-13,5
2020,"IT1186A",2020-06-14,3
2020,"IT1186A",2020-06-15,6
2020,"IT1186A",2020-06-16,7
2020,"IT1186A",2020-06-17,5
2020,"IT1186A",2020-06-18,5
2020,"IT1186A",2020-06-19,4
2020,"IT1186A",2020-06-20,6
2020,"IT1186A",2020-06-21,7
2020,"IT1186A",2020-06-22,8
2020,"IT1186A",2020-06-23,9
2020,"IT1186A",2020-06-24,11
2020,"IT1186A",2020-06-25,10
2020,"IT1186A",2020-06-26,10
2020,"IT1186A",2020-06-27,11
2020,"IT1186A",2020-06-28,10
2020,"IT1186A",2020-06-29,9
2020,"IT1187A",2020-01-01,122
2020,"IT1187A",2020-01-02,99
2020,"IT1187A",2020-01-03,97
2020,"IT1187A",2020-01-04,71
2020,"IT1187A",2020-01-05,60
2020,"IT1187A",2020-01-06,69
2020,"IT1187A",2020-01-07,92
2020,"IT1187A",2020-01-08,82
2020,"IT1187A",2020-01-09,83
2020,"IT1187A",2020-01-10,84
2020,"IT1187A",2020-01-11,57
2020,"IT1187A",2020-01-12,42
2020,"IT1187A",2020-01-13,60
2020,"IT1187A",2020-01-14,79
2020,"IT1187A",2020-01-15,61
2020,"IT1187A",2020-01-16,52
2020,"IT1187A",2020-01-17,55
2020,"IT1187A",2020-01-18,37
2020,"IT1187A",2020-01-19,17
2020,"IT1187A",2020-01-20,10
2020,"IT1187A",2020-01-21,40
2020,"IT1187A",2020-01-22,58
2020,"IT1187A",2020-01-23,67
2020,"IT1187A",2020-01-24,66
2020,"IT1187A",2020-01-25,30
2020,"IT1187A",2020-01-26,49
2020,"IT1187A",2020-01-27,43
2020,"IT1187A",2020-01-28,9
2020,"IT1187A",2020-01-29,15
2020,"IT1187A",2020-01-30,17
2020,"IT1187A",2020-01-31,26
2020,"IT1187A",2020-02-01,17
2020,"IT1187A",2020-02-02,16
2020,"IT1187A",2020-02-03,26
2020,"IT1187A",2020-02-04,19
2020,"IT1187A",2020-02-05,5
2020,"IT1187A",2020-02-06,27
2020,"IT1187A",2020-02-07,41
2020,"IT1187A",2020-02-08,46
2020,"IT1187A",2020-02-09,68
2020,"IT1187A",2020-02-10,26
2020,"IT1187A",2020-02-11,13
2020,"IT1187A",2020-02-12,21
2020,"IT1187A",2020-02-13,14
2020,"IT1187A",2020-02-14,17
2020,"IT1187A",2020-02-15,30
2020,"IT1187A",2020-02-16,28
2020,"IT1187A",2020-02-17,20
2020,"IT1187A",2020-02-18,13
2020,"IT1187A",2020-02-19,16
2020,"IT1187A",2020-02-20,26
2020,"IT1187A",2020-02-21,32
2020,"IT1187A",2020-02-22,37
2020,"IT1187A",2020-02-23,22
2020,"IT1187A",2020-02-24,27
2020,"IT1187A",2020-02-25,40
2020,"IT1187A",2020-02-26,8
2020,"IT1187A",2020-02-27,7
2020,"IT1187A",2020-02-28,16
2020,"IT1187A",2020-02-29,44
2020,"IT1187A",2020-03-01,24
2020,"IT1187A",2020-03-02,7
2020,"IT1187A",2020-03-03,10
2020,"IT1187A",2020-03-04,25
2020,"IT1187A",2020-03-05,28
2020,"IT1187A",2020-03-06,10
2020,"IT1187A",2020-03-07,24
2020,"IT1187A",2020-03-08,26
2020,"IT1187A",2020-03-09,37
2020,"IT1187A",2020-03-10,27
2020,"IT1187A",2020-03-11,24
2020,"IT1187A",2020-03-12,35
2020,"IT1187A",2020-03-13,31
2020,"IT1187A",2020-03-14,23
2020,"IT1187A",2020-03-15,15
2020,"IT1187A",2020-03-16,26
2020,"IT1187A",2020-03-18,43
2020,"IT1187A",2020-03-19,30
2020,"IT1187A",2020-03-20,37
2020,"IT1187A",2020-03-21,37
2020,"IT1187A",2020-03-22,27
2020,"IT1187A",2020-03-23,8
2020,"IT1187A",2020-03-24,11
2020,"IT1187A",2020-03-25,10
2020,"IT1187A",2020-03-26,9
2020,"IT1187A",2020-03-27,12
2020,"IT1187A",2020-03-28,33
2020,"IT1187A",2020-03-29,23
2020,"IT1187A",2020-03-30,22
2020,"IT1187A",2020-03-31,6
2020,"IT1187A",2020-04-01,10
2020,"IT1187A",2020-04-02,19
2020,"IT1187A",2020-04-03,29
2020,"IT1187A",2020-04-04,27
2020,"IT1187A",2020-04-05,20
2020,"IT1187A",2020-04-06,24
2020,"IT1187A",2020-04-07,27
2020,"IT1187A",2020-04-08,21
2020,"IT1187A",2020-04-09,23
2020,"IT1187A",2020-04-10,24
2020,"IT1187A",2020-04-11,21
2020,"IT1187A",2020-04-12,15
2020,"IT1187A",2020-04-13,16
2020,"IT1187A",2020-04-14,9
2020,"IT1187A",2020-04-15,11
2020,"IT1187A",2020-04-16,20
2020,"IT1187A",2020-04-17,20
2020,"IT1187A",2020-04-18,24
2020,"IT1187A",2020-04-19,22
2020,"IT1187A",2020-04-20,11
2020,"IT1187A",2020-04-21,8
2020,"IT1187A",2020-04-22,12
2020,"IT1187A",2020-04-23,15
2020,"IT1187A",2020-04-24,17
2020,"IT1187A",2020-04-25,11
2020,"IT1187A",2020-04-26,9
2020,"IT1187A",2020-04-27,9
2020,"IT1187A",2020-04-28,9
2020,"IT1187A",2020-04-29,4
2020,"IT1187A",2020-04-30,5
2020,"IT1187A",2020-05-01,5
2020,"IT1187A",2020-05-02,6
2020,"IT1187A",2020-05-03,7
2020,"IT1187A",2020-05-04,5
2020,"IT1187A",2020-05-05,7
2020,"IT1187A",2020-05-06,8
2020,"IT1187A",2020-05-07,9
2020,"IT1187A",2020-05-08,10
2020,"IT1187A",2020-05-09,8
2020,"IT1187A",2020-05-10,9
2020,"IT1187A",2020-05-11,5
2020,"IT1187A",2020-05-12,3
2020,"IT1187A",2020-05-13,6
2020,"IT1187A",2020-05-14,9
2020,"IT1187A",2020-05-15,4
2020,"IT1187A",2020-05-16,10
2020,"IT1187A",2020-05-17,11
2020,"IT1187A",2020-05-18,12
2020,"IT1187A",2020-05-19,10
2020,"IT1187A",2020-05-20,7
2020,"IT1187A",2020-05-21,8
2020,"IT1187A",2020-05-22,8
2020,"IT1187A",2020-05-23,9
2020,"IT1187A",2020-05-24,9
2020,"IT1187A",2020-05-25,8
2020,"IT1187A",2020-05-26,6
2020,"IT1187A",2020-05-27,5
2020,"IT1187A",2020-05-28,6
2020,"IT1187A",2020-05-29,4
2020,"IT1187A",2020-05-30,8
2020,"IT1187A",2020-05-31,9
2020,"IT1187A",2020-06-01,8
2020,"IT1187A",2020-06-02,9
2020,"IT1187A",2020-06-03,6
2020,"IT1187A",2020-06-04,7
2020,"IT1187A",2020-06-05,6
2020,"IT1187A",2020-06-06,5
2020,"IT1187A",2020-06-07,5
2020,"IT1187A",2020-06-08,6
2020,"IT1187A",2020-06-09,5
2020,"IT1187A",2020-06-10,4
2020,"IT1187A",2020-06-12,5
2020,"IT1187A",2020-06-13,7
2020,"IT1187A",2020-06-14,3
2020,"IT1187A",2020-06-15,6
2020,"IT1187A",2020-06-16,7
2020,"IT1187A",2020-06-17,6
2020,"IT1187A",2020-06-18,5
2020,"IT1187A",2020-06-19,5
2020,"IT1187A",2020-06-20,6
2020,"IT1187A",2020-06-21,7
2020,"IT1187A",2020-06-22,8
2020,"IT1187A",2020-06-23,10
2020,"IT1187A",2020-06-24,10
2020,"IT1187A",2020-06-25,11
2020,"IT1187A",2020-06-26,10
2020,"IT1187A",2020-06-27,10
2020,"IT1187A",2020-06-28,10
2020,"IT1187A",2020-06-29,10
2020,"IT1187A",2020-06-30,8
2020,"IT1409A",2020-01-01,78
2020,"IT1409A",2020-01-02,60
2020,"IT1409A",2020-01-03,69
2020,"IT1409A",2020-01-04,50
2020,"IT1409A",2020-01-05,40
2020,"IT1409A",2020-01-06,30
2020,"IT1409A",2020-01-07,53
2020,"IT1409A",2020-01-08,46
2020,"IT1409A",2020-01-09,45
2020,"IT1409A",2020-01-10,49
2020,"IT1409A",2020-01-11,33
2020,"IT1409A",2020-01-12,22
2020,"IT1409A",2020-01-13,38
2020,"IT1409A",2020-01-14,43
2020,"IT1409A",2020-01-15,34
2020,"IT1409A",2020-01-16,38
2020,"IT1409A",2020-01-17,42
2020,"IT1409A",2020-01-18,14
2020,"IT1409A",2020-01-19,13
2020,"IT1409A",2020-01-20,7
2020,"IT1409A",2020-01-21,15
2020,"IT1409A",2020-01-22,33
2020,"IT1409A",2020-01-23,41
2020,"IT1409A",2020-01-24,38
2020,"IT1409A",2020-01-25,20
2020,"IT1409A",2020-01-26,26
2020,"IT1409A",2020-01-27,29
2020,"IT1409A",2020-01-28,10
2020,"IT1409A",2020-01-29,11
2020,"IT1409A",2020-01-30,15
2020,"IT1409A",2020-01-31,14
2020,"IT1409A",2020-02-01,9
2020,"IT1409A",2020-02-02,11
2020,"IT1409A",2020-02-03,17
2020,"IT1409A",2020-02-04,15
2020,"IT1409A",2020-02-05,5
2020,"IT1409A",2020-02-06,12
2020,"IT1409A",2020-02-07,24
2020,"IT1409A",2020-02-08,30
2020,"IT1409A",2020-02-09,40
2020,"IT1409A",2020-02-10,17
2020,"IT1409A",2020-02-11,12
2020,"IT1409A",2020-02-12,13
2020,"IT1409A",2020-02-13,14
2020,"IT1409A",2020-02-14,14
2020,"IT1409A",2020-02-15,24
2020,"IT1409A",2020-02-16,22
2020,"IT1409A",2020-02-17,13
2020,"IT1409A",2020-02-18,10
2020,"IT1409A",2020-02-19,15
2020,"IT1409A",2020-02-20,18
2020,"IT1409A",2020-02-21,27
2020,"IT1409A",2020-02-22,31
2020,"IT1409A",2020-02-23,21
2020,"IT1409A",2020-02-24,15
2020,"IT1409A",2020-02-25,18
2020,"IT1409A",2020-02-26,10
2020,"IT1409A",2020-02-27,6
2020,"IT1409A",2020-02-28,11
2020,"IT1409A",2020-02-29,16
2020,"IT1409A",2020-03-01,8
2020,"IT1409A",2020-03-02,8
2020,"IT1409A",2020-03-03,8
2020,"IT1409A",2020-03-04,16
2020,"IT1409A",2020-03-05,17
2020,"IT1409A",2020-03-06,8
2020,"IT1409A",2020-03-07,13
2020,"IT1409A",2020-03-08,17
2020,"IT1409A",2020-03-13,15
2020,"IT1409A",2020-03-14,19
2020,"IT1409A",2020-03-15,7
2020,"IT1409A",2020-03-16,13
2020,"IT1409A",2020-03-17,23
2020,"IT1409A",2020-03-18,28
2020,"IT1409A",2020-03-19,23
2020,"IT1409A",2020-03-20,26
2020,"IT1409A",2020-03-21,28
2020,"IT1409A",2020-03-22,19
2020,"IT1409A",2020-03-23,8
2020,"IT1409A",2020-03-24,9
2020,"IT1409A",2020-03-25,9
2020,"IT1409A",2020-03-26,7
