"reporting_year","station_eu_code","date","PM2,5"
2020,"IT1593A",2020-02-13,8
2020,"IT1593A",2020-02-14,8
2020,"IT1593A",2020-02-15,7
2020,"IT1593A",2020-02-16,9
2020,"IT1593A",2020-02-17,10
2020,"IT1593A",2020-02-18,9
2020,"IT1593A",2020-02-19,8
2020,"IT1593A",2020-02-20,8
2020,"IT1593A",2020-02-21,9
2020,"IT1593A",2020-02-22,14
2020,"IT1593A",2020-02-23,12
2020,"IT1593A",2020-02-24,9
2020,"IT1593A",2020-02-25,9
2020,"IT1593A",2020-02-26,6
2020,"IT1593A",2020-02-27,3
2020,"IT1593A",2020-02-28,7
2020,"IT1593A",2020-02-29,6
2020,"IT1593A",2020-03-01,9
2020,"IT1593A",2020-03-02,6
2020,"IT1593A",2020-03-03,5
2020,"IT1593A",2020-03-04,6
2020,"IT1593A",2020-03-05,4
2020,"IT1593A",2020-03-06,6
2020,"IT1593A",2020-03-07,6
2020,"IT1593A",2020-03-08,6
2020,"IT1593A",2020-03-09,6
2020,"IT1593A",2020-03-10,10
2020,"IT1593A",2020-03-11,7
2020,"IT1593A",2020-03-12,10
2020,"IT1593A",2020-03-13,11
2020,"IT1593A",2020-03-14,12
2020,"IT1593A",2020-03-15,6
2020,"IT1593A",2020-03-16,8
2020,"IT1593A",2020-03-17,15
2020,"IT1593A",2020-03-18,13
2020,"IT1593A",2020-03-19,20
2020,"IT1593A",2020-03-20,17
2020,"IT1593A",2020-03-21,14
2020,"IT1593A",2020-03-22,13
2020,"IT1593A",2020-03-23,8
2020,"IT1593A",2020-03-24,9
2020,"IT1593A",2020-03-25,7
2020,"IT1593A",2020-03-26,5
2020,"IT1593A",2020-03-27,6
2020,"IT1593A",2020-03-28,23
2020,"IT1593A",2020-03-29,16
2020,"IT1593A",2020-03-30,12
2020,"IT1593A",2020-03-31,7
2020,"IT1593A",2020-04-01,8
2020,"IT1593A",2020-04-02,10
2020,"IT1593A",2020-04-03,10
2020,"IT1593A",2020-04-04,10
2020,"IT1593A",2020-04-05,12
2020,"IT1593A",2020-04-06,17
2020,"IT1593A",2020-04-07,19
2020,"IT1593A",2020-04-08,18
2020,"IT1593A",2020-04-09,13
2020,"IT1593A",2020-04-10,15
2020,"IT1593A",2020-04-11,14
2020,"IT1593A",2020-04-12,12
2020,"IT1593A",2020-04-13,14
2020,"IT1593A",2020-04-14,12
2020,"IT1593A",2020-04-15,6
2020,"IT1593A",2020-04-16,6
2020,"IT1593A",2020-04-17,8
2020,"IT1593A",2020-04-18,8
2020,"IT1593A",2020-04-19,10
2020,"IT1593A",2020-04-20,7
2020,"IT1593A",2020-04-21,5
2020,"IT1593A",2020-04-22,7
2020,"IT1593A",2020-04-23,11
2020,"IT1593A",2020-04-24,15
2020,"IT1593A",2020-04-25,9
2020,"IT1593A",2020-04-26,6
2020,"IT1593A",2020-04-27,8
2020,"IT1593A",2020-04-28,7
2020,"IT1593A",2020-04-29,11
2020,"IT1593A",2020-04-30,6
2020,"IT1593A",2020-05-01,8
2020,"IT1593A",2020-05-02,15
2020,"IT1593A",2020-05-03,6
2020,"IT1593A",2020-05-04,7
2020,"IT1593A",2020-05-05,6
2020,"IT1593A",2020-05-06,14
2020,"IT1593A",2020-05-07,11
2020,"IT1593A",2020-05-08,8
2020,"IT1593A",2020-05-09,7
2020,"IT1593A",2020-05-10,6
2020,"IT1593A",2020-05-11,6
2020,"IT1593A",2020-05-12,7
2020,"IT1593A",2020-05-13,9
2020,"IT1593A",2020-05-14,12
2020,"IT1593A",2020-05-15,6
2020,"IT1593A",2020-05-16,7
2020,"IT1593A",2020-05-17,12
2020,"IT1593A",2020-05-18,13
2020,"IT1593A",2020-05-19,10
2020,"IT1593A",2020-05-20,7
2020,"IT1593A",2020-05-21,7
2020,"IT1593A",2020-05-22,8
2020,"IT1593A",2020-05-23,7
2020,"IT1593A",2020-05-24,8
2020,"IT1593A",2020-05-25,6
2020,"IT1593A",2020-05-27,4
2020,"IT1593A",2020-05-28,4
2020,"IT1593A",2020-05-29,6
2020,"IT1593A",2020-05-30,1
2020,"IT1593A",2020-05-31,6
2020,"IT1593A",2020-06-01,6
2020,"IT1593A",2020-06-02,6
2020,"IT1593A",2020-06-03,6
2020,"IT1593A",2020-06-04,6
2020,"IT1593A",2020-06-05,6
2020,"IT1593A",2020-06-06,5
2020,"IT1593A",2020-06-07,5
2020,"IT1593A",2020-06-08,6
2020,"IT1593A",2020-06-09,5
2020,"IT1593A",2020-06-10,6
2020,"IT1593A",2020-06-11,4
2020,"IT1593A",2020-06-12,4
2020,"IT1593A",2020-06-13,5
2020,"IT1593A",2020-06-14,4
2020,"IT1593A",2020-06-18,4
2020,"IT1593A",2020-06-19,4
2020,"IT1593A",2020-06-20,5
2020,"IT1593A",2020-06-21,6
2020,"IT1593A",2020-06-22,8
2020,"IT1593A",2020-06-23,8
2020,"IT1593A",2020-06-24,8
2020,"IT1593A",2020-06-25,8
2020,"IT1593A",2020-06-26,9
2020,"IT1593A",2020-06-27,9
2020,"IT1593A",2020-06-28,8
2020,"IT1593A",2020-06-29,10
2020,"IT1593A",2020-06-30,10
2020,"IT1654A",2020-01-01,116
2020,"IT1654A",2020-01-02,78
2020,"IT1654A",2020-01-03,79
2020,"IT1654A",2020-01-04,69
2020,"IT1654A",2020-01-05,54
2020,"IT1654A",2020-01-06,57
2020,"IT1654A",2020-01-07,69
2020,"IT1654A",2020-01-08,21
2020,"IT1654A",2020-01-09,60
2020,"IT1654A",2020-01-10,73
2020,"IT1654A",2020-01-11,37
2020,"IT1654A",2020-01-12,12
2020,"IT1654A",2020-01-13,36
2020,"IT1654A",2020-01-14,57
2020,"IT1654A",2020-01-15,62
2020,"IT1654A",2020-01-16,41
2020,"IT1654A",2020-01-17,54
2020,"IT1654A",2020-01-18,16
2020,"IT1654A",2020-01-19,6
2020,"IT1654A",2020-01-20,5
2020,"IT1654A",2020-01-21,12
2020,"IT1654A",2020-01-22,40
2020,"IT1654A",2020-01-23,42
2020,"IT1654A",2020-01-24,54
2020,"IT1654A",2020-01-25,21
2020,"IT1654A",2020-01-26,29
2020,"IT1654A",2020-01-27,35
2020,"IT1654A",2020-01-28,8
2020,"IT1654A",2020-01-29,10
2020,"IT1654A",2020-01-30,19
2020,"IT1654A",2020-01-31,16
2020,"IT1654A",2020-02-01,10
2020,"IT1654A",2020-02-04,11
2020,"IT1654A",2020-02-05,3
2020,"IT1654A",2020-02-06,7
2020,"IT1654A",2020-02-07,22
2020,"IT1654A",2020-02-08,24
2020,"IT1654A",2020-02-09,42
2020,"IT1654A",2020-02-10,17
2020,"IT1654A",2020-02-11,10
2020,"IT1654A",2020-02-12,12
2020,"IT1654A",2020-02-13,14
2020,"IT1654A",2020-02-14,12
2020,"IT1654A",2020-02-15,17
2020,"IT1654A",2020-02-16,22
2020,"IT1654A",2020-02-17,20
2020,"IT1654A",2020-02-18,10
2020,"IT1654A",2020-02-19,16
2020,"IT1654A",2020-02-20,18
2020,"IT1654A",2020-02-21,20
2020,"IT1654A",2020-02-22,33
2020,"IT1654A",2020-02-23,20
2020,"IT1654A",2020-02-24,21
2020,"IT1654A",2020-02-25,22
2020,"IT1654A",2020-02-26,8
2020,"IT1654A",2020-02-27,9
2020,"IT1654A",2020-02-28,9
2020,"IT1654A",2020-02-29,29
2020,"IT1654A",2020-03-01,28
2020,"IT1654A",2020-03-02,5
2020,"IT1654A",2020-03-03,6
2020,"IT1654A",2020-03-04,8
2020,"IT1654A",2020-03-05,16
2020,"IT1654A",2020-03-06,7
2020,"IT1654A",2020-03-07,10
2020,"IT1654A",2020-03-08,8
2020,"IT1654A",2020-03-09,18
2020,"IT1654A",2020-03-10,16
2020,"IT1654A",2020-03-11,15
2020,"IT1654A",2020-03-12,26
2020,"IT1654A",2020-03-13,15
2020,"IT1654A",2020-03-14,16
2020,"IT1654A",2020-03-15,6
2020,"IT1654A",2020-03-16,7
2020,"IT1654A",2020-03-17,20
2020,"IT1654A",2020-03-18,18
2020,"IT1654A",2020-03-19,15
2020,"IT1654A",2020-03-20,24
2020,"IT1654A",2020-03-21,23
2020,"IT1654A",2020-03-22,16
2020,"IT1654A",2020-03-23,7
2020,"IT1654A",2020-03-24,8
2020,"IT1654A",2020-03-25,10
2020,"IT1654A",2020-03-26,6
2020,"IT1654A",2020-03-27,12
2020,"IT1654A",2020-03-28,36
2020,"IT1654A",2020-03-29,21
2020,"IT1654A",2020-03-30,14
2020,"IT1654A",2020-03-31,4
2020,"IT1654A",2020-04-01,8
2020,"IT1654A",2020-04-02,12
2020,"IT1654A",2020-04-03,13
2020,"IT1654A",2020-04-04,12
2020,"IT1654A",2020-04-05,11
2020,"IT1654A",2020-04-06,17
2020,"IT1654A",2020-04-09,15
2020,"IT1654A",2020-04-10,15
2020,"IT1654A",2020-04-11,15
2020,"IT1654A",2020-04-12,13
2020,"IT1654A",2020-04-13,15
2020,"IT1654A",2020-04-14,9
2020,"IT1654A",2020-04-15,6
2020,"IT1654A",2020-04-16,10
2020,"IT1654A",2020-04-17,5
2020,"IT1654A",2020-04-18,14
2020,"IT1654A",2020-04-19,17
2020,"IT1654A",2020-04-20,9
2020,"IT1654A",2020-04-21,7
2020,"IT1654A",2020-04-22,12
2020,"IT1654A",2020-04-23,13
2020,"IT1654A",2020-04-24,16
2020,"IT1654A",2020-04-25,12
2020,"IT1654A",2020-04-26,8
2020,"IT1654A",2020-04-27,7
2020,"IT1654A",2020-04-28,8
2020,"IT1654A",2020-04-29,5
2020,"IT1654A",2020-04-30,5
2020,"IT1654A",2020-05-01,5
2020,"IT1654A",2020-05-02,5
2020,"IT1654A",2020-05-03,6
2020,"IT1654A",2020-05-04,5
2020,"IT1654A",2020-05-05,6
2020,"IT1654A",2020-05-06,7
2020,"IT1654A",2020-05-07,5
2020,"IT1654A",2020-05-08,9
2020,"IT1654A",2020-05-09,9
2020,"IT1654A",2020-05-10,8
2020,"IT1654A",2020-05-11,5
2020,"IT1654A",2020-05-12,3
2020,"IT1654A",2020-05-13,7
2020,"IT1654A",2020-05-14,12
2020,"IT1654A",2020-05-15,5
2020,"IT1654A",2020-05-16,9
2020,"IT1654A",2020-05-17,8
2020,"IT1654A",2020-05-18,11
2020,"IT1654A",2020-05-19,14
2020,"IT1654A",2020-05-20,7
2020,"IT1654A",2020-05-21,7
2020,"IT1654A",2020-05-22,10
2020,"IT1654A",2020-05-23,9
2020,"IT1654A",2020-05-24,7
2020,"IT1654A",2020-05-25,4
2020,"IT1654A",2020-05-26,6
2020,"IT1654A",2020-05-28,5
2020,"IT1654A",2020-05-29,3
2020,"IT1654A",2020-05-30,3
2020,"IT1654A",2020-05-31,8
2020,"IT1654A",2020-06-01,7
2020,"IT1654A",2020-06-02,7
2020,"IT1654A",2020-06-03,7
2020,"IT1654A",2020-06-04,10
2020,"IT1654A",2020-06-05,10
2020,"IT1654A",2020-06-06,6
2020,"IT1654A",2020-06-07,6
2020,"IT1654A",2020-06-08,6
2020,"IT1654A",2020-06-09,6
2020,"IT1654A",2020-06-10,6
2020,"IT1654A",2020-06-11,5
2020,"IT1654A",2020-06-12,7
2020,"IT1654A",2020-06-13,7
2020,"IT1654A",2020-06-14,4
2020,"IT1654A",2020-06-15,7
2020,"IT1654A",2020-06-16,5
2020,"IT1654A",2020-06-17,7
2020,"IT1654A",2020-06-18,5
2020,"IT1654A",2020-06-19,6
2020,"IT1654A",2020-06-20,4
2020,"IT1654A",2020-06-21,8
2020,"IT1654A",2020-06-22,6
2020,"IT1654A",2020-06-25,10
2020,"IT1654A",2020-06-26,11
2020,"IT1654A",2020-06-27,12
2020,"IT1654A",2020-06-28,11
2020,"IT1654A",2020-06-29,10
2020,"IT1654A",2020-06-30,8
2020,"IT2032A",2020-01-01,39
2020,"IT2032A",2020-01-02,32
2020,"IT2032A",2020-01-03,36
2020,"IT2032A",2020-01-04,25
2020,"IT2032A",2020-01-05,20
2020,"IT2032A",2020-01-06,21
2020,"IT2032A",2020-01-07,34
2020,"IT2032A",2020-01-08,33
2020,"IT2032A",2020-01-09,26
2020,"IT2032A",2020-01-10,23
2020,"IT2032A",2020-01-11,25
2020,"IT2032A",2020-01-12,25
2020,"IT2032A",2020-01-13,24
2020,"IT2032A",2020-01-14,33
2020,"IT2032A",2020-01-15,34
2020,"IT2032A",2020-01-16,26
2020,"IT2032A",2020-01-17,18
2020,"IT2032A",2020-01-18,10
2020,"IT2032A",2020-01-19,15
2020,"IT2032A",2020-01-20,14
2020,"IT2032A",2020-01-21,22
2020,"IT2032A",2020-01-22,28
2020,"IT2032A",2020-01-23,27
2020,"IT2032A",2020-01-24,29
2020,"IT2032A",2020-01-25,21
2020,"IT2032A",2020-01-26,16
2020,"IT2032A",2020-01-29,11
2020,"IT2032A",2020-01-30,12
2020,"IT2032A",2020-01-31,11
2020,"IT2032A",2020-02-01,9
2020,"IT2032A",2020-02-02,9
2020,"IT2032A",2020-02-03,13
2020,"IT2032A",2020-02-04,11
2020,"IT2032A",2020-02-05,8
2020,"IT2032A",2020-02-06,12
2020,"IT2032A",2020-02-07,16
2020,"IT2032A",2020-02-08,16
2020,"IT2032A",2020-02-09,19
2020,"IT2032A",2020-02-10,12
2020,"IT2032A",2020-02-11,11
2020,"IT2032A",2020-02-12,10
2020,"IT2032A",2020-02-13,10
2020,"IT2032A",2020-02-14,11
2020,"IT2032A",2020-02-15,15
2020,"IT2032A",2020-02-16,15
2020,"IT2032A",2020-02-17,14
2020,"IT2032A",2020-02-18,11
2020,"IT2032A",2020-02-19,11
2020,"IT2032A",2020-02-20,12
2020,"IT2032A",2020-02-21,18
2020,"IT2032A",2020-02-22,21
2020,"IT2032A",2020-02-23,15
2020,"IT2032A",2020-02-24,15
2020,"IT2032A",2020-02-25,13
2020,"IT2032A",2020-02-26,8
2020,"IT2032A",2020-02-27,6
2020,"IT2032A",2020-02-28,11
2020,"IT2032A",2020-02-29,9
2020,"IT2032A",2020-03-01,8
2020,"IT2032A",2020-03-02,5
2020,"IT2032A",2020-03-03,6
2020,"IT2032A",2020-03-04,11
2020,"IT2032A",2020-03-05,8
2020,"IT2032A",2020-03-06,6
2020,"IT2032A",2020-03-07,9
2020,"IT2032A",2020-03-08,13
2020,"IT2032A",2020-03-09,11
2020,"IT2032A",2020-03-10,13
2020,"IT2032A",2020-03-11,14
2020,"IT2032A",2020-03-12,16
2020,"IT2032A",2020-03-13,14
2020,"IT2032A",2020-03-14,18
2020,"IT2032A",2020-03-15,8
2020,"IT2032A",2020-03-16,12
2020,"IT2032A",2020-03-17,16
2020,"IT2032A",2020-03-18,19
2020,"IT2032A",2020-03-19,16
2020,"IT2032A",2020-03-20,19
2020,"IT2032A",2020-03-21,18
2020,"IT2032A",2020-03-22,15
2020,"IT2032A",2020-03-23,9
2020,"IT2032A",2020-03-25,9
2020,"IT2032A",2020-03-26,10
2020,"IT2032A",2020-03-27,10
2020,"IT2032A",2020-03-28,35
2020,"IT2032A",2020-03-29,19
2020,"IT2032A",2020-03-30,13
2020,"IT2032A",2020-03-31,6
2020,"IT2032A",2020-04-01,9
2020,"IT2032A",2020-04-02,13
2020,"IT2032A",2020-04-03,11
2020,"IT2032A",2020-04-04,12
2020,"IT2032A",2020-04-05,12
2020,"IT2032A",2020-04-06,16
2020,"IT2032A",2020-04-07,17
2020,"IT2032A",2020-04-08,15
2020,"IT2032A",2020-04-09,15
2020,"IT2032A",2020-04-10,15
2020,"IT2032A",2020-04-11,13
2020,"IT2032A",2020-04-12,11
2020,"IT2032A",2020-04-13,13
2020,"IT2032A",2020-04-14,10
2020,"IT2032A",2020-04-15,6
2020,"IT2032A",2020-04-16,7
2020,"IT2032A",2020-04-17,9
2020,"IT2032A",2020-04-18,10
2020,"IT2032A",2020-04-19,12
2020,"IT2032A",2020-04-20,8
2020,"IT2032A",2020-04-21,7
2020,"IT2032A",2020-04-22,11
2020,"IT2032A",2020-04-23,15
2020,"IT2032A",2020-04-24,14
2020,"IT2032A",2020-04-25,10
2020,"IT2032A",2020-04-26,7
2020,"IT2032A",2020-04-27,8
2020,"IT2032A",2020-04-28,6
2020,"IT2032A",2020-04-29,4
2020,"IT2032A",2020-04-30,6
2020,"IT2032A",2020-05-01,5
2020,"IT2032A",2020-05-02,6
2020,"IT2032A",2020-05-03,5
2020,"IT2032A",2020-05-04,5
2020,"IT2032A",2020-05-05,5
2020,"IT2032A",2020-05-06,6
2020,"IT2032A",2020-05-07,6
2020,"IT2032A",2020-05-08,8
2020,"IT2032A",2020-05-09,7
2020,"IT2032A",2020-05-10,7
2020,"IT2032A",2020-05-11,6
2020,"IT2032A",2020-05-12,4
2020,"IT2032A",2020-05-13,7
2020,"IT2032A",2020-05-14,14
2020,"IT2032A",2020-05-15,7
2020,"IT2032A",2020-05-16,8
2020,"IT2032A",2020-05-17,11
2020,"IT2032A",2020-05-18,11
2020,"IT2032A",2020-05-19,11
2020,"IT2032A",2020-05-20,6
2020,"IT2032A",2020-05-21,7
2020,"IT2032A",2020-05-22,8
2020,"IT2032A",2020-05-23,8
2020,"IT2032A",2020-05-24,7
2020,"IT2032A",2020-05-25,6
2020,"IT2032A",2020-05-26,5
2020,"IT2032A",2020-05-27,3
2020,"IT2032A",2020-05-28,6
2020,"IT2032A",2020-05-29,4
2020,"IT2032A",2020-05-30,6
2020,"IT2032A",2020-05-31,7
2020,"IT2032A",2020-06-01,6
2020,"IT2032A",2020-06-02,5
2020,"IT2032A",2020-06-03,7
2020,"IT2032A",2020-06-04,6
2020,"IT2032A",2020-06-05,5
2020,"IT2032A",2020-06-06,6
2020,"IT2032A",2020-06-07,6
2020,"IT2032A",2020-06-08,5
2020,"IT2032A",2020-06-09,6
2020,"IT2032A",2020-06-10,5
2020,"IT2032A",2020-06-11,4
2020,"IT2032A",2020-06-13,5
2020,"IT2032A",2020-06-14,4
2020,"IT2032A",2020-06-15,7
2020,"IT2032A",2020-06-16,7
2020,"IT2032A",2020-06-17,5
2020,"IT2032A",2020-06-18,5
2020,"IT2032A",2020-06-19,5
2020,"IT2032A",2020-06-20,6
2020,"IT2032A",2020-06-21,7
2020,"IT2032A",2020-06-22,8
2020,"IT2032A",2020-06-26,8
2020,"IT2032A",2020-06-27,10
2020,"IT2032A",2020-06-28,10
2020,"IT2032A",2020-06-29,9
2020,"IT2032A",2020-06-30,9
2020,"IT2241A",2020-01-01,70
2020,"IT2241A",2020-01-02,29
2020,"IT2241A",2020-01-03,69
2020,"IT2241A",2020-01-04,18
2020,"IT2241A",2020-01-05,20
2020,"IT2241A",2020-01-06,20
2020,"IT2241A",2020-01-07,34
2020,"IT2241A",2020-01-08,25
2020,"IT2241A",2020-01-09,29
2020,"IT2241A",2020-01-10,22
2020,"IT2241A",2020-01-11,16
2020,"IT2241A",2020-01-12,13
2020,"IT2241A",2020-01-13,25
2020,"IT2241A",2020-01-14,29
2020,"IT2241A",2020-01-15,17
2020,"IT2241A",2020-01-16,24
2020,"IT2241A",2020-01-17,35
2020,"IT2241A",2020-01-18,14
2020,"IT2241A",2020-01-19,12
2020,"IT2241A",2020-01-20,9
2020,"IT2241A",2020-01-21,20
2020,"IT2241A",2020-01-22,20
2020,"IT2241A",2020-01-23,19
2020,"IT2241A",2020-01-24,33
2020,"IT2241A",2020-01-25,45
2020,"IT2241A",2020-01-26,16
2020,"IT2241A",2020-01-27,18
2020,"IT2241A",2020-01-28,10
2020,"IT2241A",2020-01-29,10
2020,"IT2241A",2020-01-30,9
2020,"IT2241A",2020-01-31,12
2020,"IT2241A",2020-02-01,10
2020,"IT2241A",2020-02-02,14
2020,"IT2241A",2020-02-03,11
2020,"IT2241A",2020-02-04,10
2020,"IT2241A",2020-02-05,5
2020,"IT2241A",2020-02-06,8
2020,"IT2241A",2020-02-07,11
2020,"IT2241A",2020-02-08,13
2020,"IT2241A",2020-02-09,13
2020,"IT2241A",2020-02-10,12
2020,"IT2241A",2020-02-11,12
2020,"IT2241A",2020-02-12,10
2020,"IT2241A",2020-02-13,8
2020,"IT2241A",2020-02-14,13
2020,"IT2241A",2020-02-15,13
2020,"IT2241A",2020-02-16,15
2020,"IT2241A",2020-02-17,13
2020,"IT2241A",2020-02-18,8
2020,"IT2241A",2020-02-19,10
2020,"IT2241A",2020-02-20,10
2020,"IT2241A",2020-02-21,12
2020,"IT2241A",2020-02-22,20
2020,"IT2241A",2020-02-23,17
2020,"IT2241A",2020-02-24,15
2020,"IT2241A",2020-02-25,13
2020,"IT2241A",2020-02-26,6
2020,"IT2241A",2020-02-27,5
2020,"IT2241A",2020-02-28,8
2020,"IT2241A",2020-02-29,10
2020,"IT2241A",2020-03-01,10
2020,"IT2241A",2020-03-02,7
2020,"IT2241A",2020-03-03,5
2020,"IT2241A",2020-03-04,9
2020,"IT2241A",2020-03-05,8
2020,"IT2241A",2020-03-06,7
2020,"IT2241A",2020-03-07,9
2020,"IT2241A",2020-03-08,8
2020,"IT2241A",2020-03-09,15
2020,"IT2241A",2020-03-10,14
2020,"IT2241A",2020-03-11,14
2020,"IT2241A",2020-03-12,14
2020,"IT2241A",2020-03-13,14
2020,"IT2241A",2020-03-14,13
2020,"IT2241A",2020-03-15,11
2020,"IT2241A",2020-03-16,13
2020,"IT2241A",2020-03-17,17
2020,"IT2241A",2020-03-18,19
2020,"IT2241A",2020-03-19,18
2020,"IT2241A",2020-03-20,25
2020,"IT2241A",2020-03-21,21
2020,"IT2241A",2020-03-22,21
2020,"IT2241A",2020-03-23,10
2020,"IT2241A",2020-03-24,8
2020,"IT2241A",2020-03-25,9
2020,"IT2241A",2020-03-26,8
2020,"IT2241A",2020-03-27,11
2020,"IT2241A",2020-03-28,22
2020,"IT2241A",2020-03-29,17
2020,"IT2241A",2020-03-30,15
2020,"IT2241A",2020-04-01,9
2020,"IT2241A",2020-04-02,13
2020,"IT2241A",2020-04-03,13
2020,"IT2241A",2020-04-04,11
2020,"IT2241A",2020-04-05,11
2020,"IT2241A",2020-04-06,17
2020,"IT2241A",2020-04-07,17
2020,"IT2241A",2020-04-08,13
2020,"IT2241A",2020-04-09,16
2020,"IT2241A",2020-04-10,17
2020,"IT2241A",2020-04-11,16
2020,"IT2241A",2020-04-12,13
2020,"IT2241A",2020-04-13,13
2020,"IT2241A",2020-04-14,9
2020,"IT2241A",2020-04-15,9
2020,"IT2241A",2020-04-16,9
2020,"IT2241A",2020-04-17,9
2020,"IT2241A",2020-04-18,12
2020,"IT2241A",2020-04-19,15
2020,"IT2241A",2020-04-20,13
2020,"IT2241A",2020-04-21,8
2020,"IT2241A",2020-04-22,12
2020,"IT2241A",2020-04-23,12
2020,"IT2241A",2020-04-24,13
2020,"IT2241A",2020-04-25,9
2020,"IT2241A",2020-04-26,7
2020,"IT2241A",2020-04-27,7
2020,"IT2241A",2020-04-28,5
2020,"IT2241A",2020-04-29,6
2020,"IT2241A",2020-04-30,5
2020,"IT2241A",2020-05-01,6
2020,"IT2241A",2020-05-02,6
2020,"IT2241A",2020-05-03,6
2020,"IT2241A",2020-05-04,6
2020,"IT2241A",2020-05-05,5
2020,"IT2241A",2020-05-06,7
2020,"IT2241A",2020-05-07,8
2020,"IT2241A",2020-05-08,8
2020,"IT2241A",2020-05-09,7
2020,"IT2241A",2020-05-10,8
2020,"IT2241A",2020-05-11,4
2020,"IT2241A",2020-05-12,3
2020,"IT2241A",2020-05-13,8
2020,"IT2241A",2020-05-14,10
2020,"IT2241A",2020-05-15,5
2020,"IT2241A",2020-05-16,7
2020,"IT2241A",2020-05-17,9
2020,"IT2241A",2020-05-18,15
2020,"IT2241A",2020-05-19,12
2020,"IT2241A",2020-05-20,8
2020,"IT2241A",2020-05-21,9
2020,"IT2241A",2020-05-22,9
2020,"IT2241A",2020-05-23,8
2020,"IT2241A",2020-05-24,8
2020,"IT2241A",2020-05-25,6
2020,"IT2241A",2020-05-26,8
2020,"IT2241A",2020-05-27,5
2020,"IT2241A",2020-05-28,5
2020,"IT2241A",2020-05-29,4
2020,"IT2241A",2020-05-30,9
2020,"IT2241A",2020-05-31,8
2020,"IT2241A",2020-06-01,9
2020,"IT2241A",2020-06-02,9
2020,"IT2241A",2020-06-03,6
2020,"IT2241A",2020-06-04,5
2020,"IT2241A",2020-06-05,8
2020,"IT2241A",2020-06-06,6
2020,"IT2241A",2020-06-07,7
2020,"IT2241A",2020-06-08,7
2020,"IT2241A",2020-06-09,7
2020,"IT2241A",2020-06-10,4
2020,"IT2241A",2020-06-11,5
2020,"IT2241A",2020-06-12,5
2020,"IT2241A",2020-06-13,5
2020,"IT2241A",2020-06-14,3
2020,"IT2241A",2020-06-15,6
2020,"IT2241A",2020-06-16,7
2020,"IT2241A",2020-06-17,6
2020,"IT2241A",2020-06-18,5
2020,"IT2241A",2020-06-19,4
2020,"IT2241A",2020-06-20,5
2020,"IT2241A",2020-06-21,7
2020,"IT2241A",2020-06-22,7
2020,"IT2241A",2020-06-23,12
2020,"IT2241A",2020-06-24,10
2020,"IT2241A",2020-06-25,8
2020,"IT2241A",2020-06-26,8
2020,"IT2241A",2020-06-27,9
2020,"IT2241A",2020-06-28,10
2020,"IT2241A",2020-06-29,9
2020,"IT2241A",2020-06-30,7
